# Khong et al. yeast stress granule transcriptome, Table S2
# Changed #DIV/0! and NS values to NA
#gene_ID	gene_name	avReads(SG)	avReads(Total)	FC(SG/tot)	p-value	SG classification	length	5prime UTR length	ORF length	3primeUTR length	codon optimality	initiation rate	ribosome density	class (Chartron et al. )	t1/2 (Neymotin et al.)	fraction GC content
ORF	gene	avReads.sg	avReads.total	foldchange.sg.total	p.value	sg.classification	length	length.utr5	length.orf	length.utr3	codon.optimality	initiation.rate	ribosome.density	class.chartron	halflife.min	fraction.gc
YDL247W	MPH2	648.3122958	132.6615476	4.886964666	5.5107E-11	enriched	1830	0	1830	0	0.437704918	NA	NA	TMD	NA	0.405666667
YER115C	SPR6	1721.807921	536.158506	3.211378541	6.37555E-11	enriched	984	316	576	92	0.416666667	NA	0.0427	Cytonuclear	13.7	0.418333333
YOR156C	NFI1	4848.60915	1704.546547	2.844515545	6.37555E-11	enriched	2429	0	2181	248	0.405777166	NA	NA	Cytonuclear	7.4	0.396666667
YNL091W	NST1	29099.27433	10907.76809	2.667756968	6.4058E-11	enriched	3962	164	3723	75	0.42707494	1.7534E-05	1.3839	Cytonuclear	6.5	0.394
YBL088C	TEL1	35460.92064	6626.146167	5.351665923	6.58719E-11	enriched	8431	0	8364	67	0.403515065	NA	0.2534	Cytonuclear	7.6	0.353666667
YLR024C	UBR2	24018.69538	5057.093289	4.749506091	6.76233E-11	enriched	5676	0	5619	57	0.405766151	7.08849E-06	0.9246	Cytonuclear	6.6	0.355333333
YER047C	SAP1	5963.791928	2201.71477	2.708703238	6.94034E-11	enriched	2694	0	2694	0	0.438752784	NA	1.2995	Cytonuclear	5.7	0.4
YPL184C	MRN1	17387.47414	6570.935063	2.646118699	7.63074E-11	enriched	2122	177	1839	106	0.47634584	4.4666E-05	2.3552	Cytonuclear	10.3	0.383333333
YDR283C	GCN2	20067.53733	7594.736375	2.642295445	8.99791E-11	enriched	5273	191	4980	102	0.424698795	2.70316E-05	1.0358	Cytonuclear	9	0.361
YIL056W	VHR1	8830.694174	3154.025256	2.799817205	9.36487E-11	enriched	2109	126	1923	60	0.477379095	6.47319E-05	0.8419	Cytonuclear	1.9	0.408333333
YGL197W	MDS3	60011.67904	14360.34839	4.178984897	9.50391E-11	enriched	5351	245	4464	642	0.428091398	NA	1.46	Exception	6.8	0.401333333
YBL008W	HIR1	6919.348055	2540.911081	2.723175993	9.6823E-11	enriched	2523	0	2523	0	0.414982164	9.44736E-05	0.6121	Cytonuclear	9.5	0.395333333
YNL088W	TOP2	29580.04328	11357.63595	2.604419037	1.05292E-10	enriched	4458	62	4287	109	0.472358293	3.13581E-05	1.7005	Cytonuclear	8.8	0.360333333
YDR006C	SOK1	13764.02286	5195.834987	2.649049266	1.10634E-10	enriched	2895	122	2706	67	0.461197339	0.000117101	0.8435	Cytonuclear	3.5	0.385333333
YOL015W	IRC10	2073.845444	667.0488685	3.108985776	1.11287E-10	enriched	1904	12	1761	131	0.449744463	0.000174725	NA	Cytonuclear	10.8	0.362666667
YDR186C	YDR186C	18258.95326	6995.080391	2.610256386	1.13177E-10	enriched	2778	48	2634	96	0.449886105	1.26617E-05	0.706	Cytonuclear	5.7	0.410333333
YCR106W	RDS1	3846.774366	1300.682852	2.957503715	1.13382E-10	enriched	2555	0	2499	56	0.405762305	0.00011754	0.3202	Cytonuclear	8.5	0.369333333
YBL084C	CDC27	5842.005581	2112.111432	2.765955191	1.14723E-10	enriched	2539	123	2277	139	0.39657444	NA	NA	Cytonuclear	4.7	0.371333333
YNL068C	FKH2	10300.0036	3926.720552	2.623054904	1.15961E-10	enriched	2864	125	2589	150	0.428736964	NA	1.3133	Cytonuclear	4.6	0.407333333
YOL034W	SMC5	7794.82337	2861.30841	2.724216426	1.23128E-10	enriched	3419	74	3282	63	0.47166362	NA	0.5478	Cytonuclear	5.9	0.364666667
YJL215C	YJL215C	706.5876785	155.3921358	4.547126371	1.37178E-10	enriched	360	0	360	0	NA	1.5878E-05	NA	NA	9.2	NA
YLR189C	ATG26	19106.92819	7295.192201	2.619112377	1.41851E-10	enriched	3786	76	3597	113	0.414512093	0.000114488	0.4405	Cytonuclear	8.8	0.387
YNL163C	RIA1	12685.53581	4779.488357	2.654161881	1.46257E-10	enriched	3498	61	3333	104	0.462646265	3.59207E-05	0.6941	Cytonuclear	6.8	0.395666667
YMR176W	ECM5	17872.26633	4960.631302	3.60282094	1.48106E-10	enriched	4583	84	4236	263	0.408640227	4.49296E-05	0.2702	Cytonuclear	7.2	0.362333333
YCR042C	TAF2	16036.81576	4032.80675	3.976589199	1.49493E-10	enriched	4224	0	4224	0	0.435369318	NA	0.7428	Cytonuclear	6.5	0.368333333
YDR027C	VPS54	11629.87781	4431.840981	2.624164057	1.58902E-10	enriched	2860	114	2670	76	0.402247191	3.41953E-06	0.5669	Cytonuclear	6.8	0.372666667
YBL075C	SSA3	8598.16609	2362.210743	3.639881037	1.60359E-10	enriched	2150	133	1950	67	0.507692308	NA	0.2621	Cytonuclear	7.6	0.415666667
YKR054C	DYN1	109372.3812	13757.79763	7.949846637	1.639E-10	enriched	12580	0	12279	301	0.425849011	NA	1.1191	Exception	7.1	0.363333333
YML032C	RAD52	9134.599084	3434.777061	2.659444535	1.639E-10	enriched	1752	36	1416	300	0.444915254	3.5612E-07	0.3806	Cytonuclear	8.9	0.430333333
YHR099W	TRA1	194916.4924	40926.71838	4.762573206	1.70011E-10	enriched	12235	139	11235	861	0.440854473	3.99116E-05	3.2186	Cytonuclear	8.4	0.363333333
YDR160W	SSY1	6702.912206	2473.035155	2.710399079	1.77818E-10	enriched	2686	68	2559	59	0.413833529	4.31436E-05	0.1366	TMD	10.1	0.386666667
YIL144W	NDC80	6380.235598	2355.995492	2.708084807	1.81205E-10	enriched	2169	91	2076	2	0.433526012	1.33426E-06	0.995	Cytonuclear	5.2	0.335333333
YDL117W	CYK3	11759.56623	4507.064722	2.609140749	1.81547E-10	enriched	3048	262	2658	128	0.426636569	8.03118E-05	0.5676	Cytonuclear	6.9	0.386
YDR310C	SUM1	16857.88056	6532.546009	2.580598826	2.11421E-10	enriched	3499	230	3189	80	0.444026341	2.12068E-05	1.1653	Cytonuclear	6.7	0.407666667
YDR217C	RAD9	14067.88951	5327.959931	2.64038951	2.28646E-10	enriched	4019	47	3930	42	0.41221374	4.38753E-05	1.0589	Cytonuclear	4.3	0.37
YMR287C	DSS1	7221.464639	2708.122542	2.666594486	2.29258E-10	enriched	3170	48	2910	212	0.391752577	2.24498E-05	0.4361	mito	6.7	0.369
YKL203C	TOR2	46045.33032	11361.37625	4.052795128	2.3437E-10	enriched	7498	18	7425	55	0.460606061	NA	1.662	Cytonuclear	7.2	0.38
YER032W	FIR1	6703.258174	2566.502511	2.611826072	2.57349E-10	enriched	2697	42	2631	24	0.434435576	1.73852E-05	2.6956	Cytonuclear	2.2	0.384333333
YPR169W	JIP5	12006.33739	4613.044832	2.602692544	2.60434E-10	enriched	1591	57	1479	55	0.446247465	3.3534E-05	0.5479	Cytonuclear	7.7	0.382
YLR115W	CFT2	9312.437926	3581.186817	2.600377585	2.68473E-10	enriched	2738	10	2580	148	0.431395349	1.17032E-05	0.7408	Cytonuclear	6.8	0.376666667
YOR093C	YOR093C	14697.07352	5710.53383	2.57367769	2.79385E-10	enriched	5017	44	4947	26	0.426318981	4.52128E-05	0.4893	Exception	7.5	0.357333333
YBR156C	SLI15	4514.39426	1655.854164	2.726323585	2.9585E-10	enriched	2281	30	2097	154	0.419170243	2.38332E-05	2.105	Cytonuclear	3.8	0.373666667
YPR022C	YPR022C	12340.15041	4819.899408	2.560250611	3.16693E-10	enriched	3565	98	3402	65	0.420634921	5.07282E-06	0.6815	Cytonuclear	5.5	0.384333333
YOL113W	SKM1	7650.307595	2919.656177	2.620276886	3.3481E-10	enriched	2113	47	1968	98	0.388719512	NA	0.0837	Cytonuclear	9.2	0.385666667
YGL190C	CDC55	11164.78953	4290.643791	2.602124547	3.45621E-10	enriched	2095	411	1581	103	0.400379507	1.7536E-05	0.74	Cytonuclear	8.5	0.355333333
YDR325W	YCG1	10549.86708	4041.731267	2.610234669	3.48326E-10	enriched	3545	261	3108	176	0.441119691	2.5124E-05	0.3158	Cytonuclear	7.2	0.366333333
YDL220C	CDC13	5660.078308	2116.207585	2.674632842	3.64609E-10	enriched	2775	0	2775	0	0.407567568	2.1863E-05	1.2297	Cytonuclear	7.4	0.439666667
YDR332W	IRC3	4216.011154	1543.509288	2.731445276	3.80211E-10	enriched	2365	167	2070	128	0.398550725	8.37513E-06	0.1521	mito	14.2	0.364333333
YJR066W	TOR1	50033.2332	14293.54683	3.500407127	4.2499E-10	enriched	7558	38	7413	107	0.445568596	NA	0.7445	Exception	7.4	0.387333333
YML104C	MDM1	10638.78017	4155.540985	2.560143242	4.92044E-10	enriched	3452	37	3384	31	0.404255319	NA	0.1203	TMD	10.9	0.350666667
YPL256C	CLN2	15490.26913	6269.142296	2.470875345	5.02025E-10	enriched	2009	183	1638	188	0.507326007	8.74458E-05	2.1665	Cytonuclear	5	0.395666667
YOR017W	PET127	9001.765189	3510.653071	2.564128385	6.33247E-10	enriched	2591	33	2403	155	0.423220974	1.68861E-05	0.6808	mito	8.2	0.371666667
YIL129C	TAO3	50973.27611	14454.7345	3.526406943	6.59305E-10	enriched	7472	228	7131	113	0.420277661	1.8067E-05	1.1557	Cytonuclear	NA	0.369333333
YKL092C	BUD2	10468.74828	4115.139705	2.543959387	6.60741E-10	enriched	3575	132	3315	128	0.421719457	2.77211E-05	0.6479	Exception	5.9	0.344666667
YMR162C	DNF3	18825.82436	7408.83867	2.540995317	6.82687E-10	enriched	5531	146	4971	414	0.424864212	NA	0.6535	Exception	7.2	0.377
YPL045W	VPS16	8411.012185	3229.282431	2.604607173	6.86881E-10	enriched	2596	112	2397	87	0.410513141	2.54154E-05	0.3743	Cytonuclear	6.5	0.365666667
YOR060C	SLD7	2653.088895	884.2260794	3.000464425	7.43619E-10	enriched	2152	43	774	1335	0.391472868	NA	0.2357	Cytonuclear	8.9	0.399
YDR528W	HLR1	5657.151173	1439.521763	3.929882352	7.74646E-10	enriched	1398	20	1272	106	0.448113208	NA	1.2216	Cytonuclear	2.2	0.383666667
YKL105C	SEG2	10200.22405	4020.130602	2.537286736	7.77105E-10	enriched	3863	200	3399	264	0.403353928	5.58696E-05	1.6964	Exception	7.5	0.408
YGR289C	MAL11	1891.065749	615.5029987	3.072390798	7.85071E-10	enriched	1851	0	1851	0	0.494327391	2.87079E-05	NA	Exception	9	0.406666667
YER008C	SEC3	20446.7705	8059.331394	2.537030617	7.87613E-10	enriched	4167	64	4011	92	0.467464473	2.32748E-05	1.3343	Exception	6.7	0.376333333
YPL085W	SEC16	59612.84815	24221.71426	2.461132499	8.12268E-10	enriched	6734	52	6588	94	0.454007286	5.4178E-05	9.8201	Cytonuclear	8.8	0.412333333
YDL231C	BRE4	11657.40919	4609.241739	2.529138164	8.15565E-10	enriched	3444	0	3378	66	0.454706927	2.85828E-05	0.0661	TMD	9	0.396333333
YJL105W	SET4	732.5839932	177.1736173	4.134836802	8.2188E-10	enriched	1683	0	1683	0	0.361853832	NA	NA	Cytonuclear	19.8	0.378666667
YDL035C	GPR1	15600.86437	6168.974613	2.528923419	8.3142E-10	enriched	3014	0	2886	128	0.396049896	NA	0.6334	TMD	6.7	0.365333333
YDL087C	LUC7	2811.763275	996.7232611	2.821006979	8.54744E-10	enriched	786	0	786	0	0.393129771	NA	0.9574	Cytonuclear	9.5	0.464666667
YPL255W	BBP1	3038.185001	1116.197254	2.721906895	9.69087E-10	enriched	1402	19	1158	225	0.409326425	1.09011E-05	0.3179	Cytonuclear	7	0.402666667
YIR019C	FLO11	3242.032483	436.7395817	7.423262325	9.86175E-10	enriched	4104	0	4104	0	0.698099415	NA	NA	SS	4.1	0.465666667
YHL008C	YHL008C	8332.206491	3251.429177	2.562628936	1.01583E-09	enriched	2198	140	1884	174	0.420382166	2.91495E-05	0.6904	TMD	7.7	0.399666667
YNL023C	FAP1	8814.846475	3481.073207	2.532220942	1.02757E-09	enriched	3111	39	2898	174	0.430641822	4.68861E-05	0.5372	Cytonuclear	7.9	0.412666667
YLR273C	PIG1	4655.30738	1776.767626	2.620099169	1.03868E-09	enriched	1947	0	1947	0	0.408320493	NA	NA	Exception	9.8	0.360666667
YPR185W	ATG13	10083.62651	4035.6938	2.498610403	1.16146E-09	enriched	2745	233	2217	295	0.422192152	1.75959E-05	0.905	Cytonuclear	8	0.393333333
YKL015W	PUT3	10497.73207	4163.19232	2.52155828	1.21252E-09	enriched	3145	100	2940	105	0.445918367	NA	0.3175	Exception	7.3	0.357333333
YLR234W	TOP3	3349.286561	1230.876607	2.721057938	1.27033E-09	enriched	1971	0	1971	0	0.447488584	3.24846E-05	NA	Cytonuclear	8.9	0.486
YPL115C	BEM3	13355.43324	5405.470669	2.470725318	1.27033E-09	enriched	3838	238	3387	213	0.430469442	1.80315E-05	2.0663	Cytonuclear	4.9	0.374666667
YHR158C	KEL1	17717.19835	7187.836881	2.46488598	1.27033E-09	enriched	3616	3	3495	118	0.443776824	9.17901E-05	2.0414	Cytonuclear	7.1	0.392333333
YLR039C	RIC1	9880.497415	3940.175047	2.507629051	1.31764E-09	enriched	3225	0	3171	54	0.416272469	8.69582E-06	0.9789	Cytonuclear	7	0.345
YDR104C	SPO71	7728.122393	2445.923302	3.159593102	1.32579E-09	enriched	3750	0	3738	12	0.42776886	0.000027902	0.2243	Exception	8.8	0.376666667
YEL007W	MIT1	24899.56904	8025.554641	3.102535607	1.34773E-09	enriched	2380	234	2001	145	0.443778111	2.18023E-05	NA	Cytonuclear	3.1	NA
YPR013C	CMR3	1849.383396	632.2552674	2.925058108	1.38804E-09	enriched	1380	173	954	253	0.424528302	9.46384E-06	NA	Cytonuclear	7.5	0.412333333
YML020W	YML020W	7731.411604	2459.638414	3.143312269	1.39709E-09	enriched	2203	49	1995	159	0.437593985	NA	0.5161	Cytonuclear	8.5	0.399
YJL216C	IMA5	2361.729017	611.8860449	3.859753032	1.40791E-09	enriched	1829	57	1746	26	0.517182131	2.40238E-05	NA	Cytonuclear	11	0.406666667
YPL268W	PLC1	8337.331315	2648.249199	3.148242741	1.41439E-09	enriched	2760	16	2610	134	0.418390805	NA	0.0945	Cytonuclear	9.7	0.357
YMR109W	MYO5	31437.89322	12960.32145	2.4257032	1.44203E-09	enriched	3768	25	3660	83	0.510655738	8.95946E-05	3.9939	Cytonuclear	8.3	0.400333333
YIL017C	VID28	9889.721151	3627.982846	2.725955874	1.63515E-09	enriched	2901	59	2766	76	0.390455531	2.65402E-05	0.2092	Cytonuclear	8.1	0.376333333
YJL106W	IME2	1789.351709	599.8720681	2.98288886	1.64036E-09	enriched	2252	99	1938	215	0.425696594	1.20978E-05	NA	Cytonuclear	8.2	0.369333333
YDR123C	INO2	3714.661169	1398.512921	2.656150767	1.68858E-09	enriched	1144	93	915	136	0.436065574	3.01432E-05	0.5641	Cytonuclear	5.8	0.435
YLR384C	IKI3	39682.72369	16393.25936	2.420673206	1.68935E-09	enriched	4176	60	4050	66	0.506666667	0.000143691	1.6122	Cytonuclear	10	0.393
YJL129C	TRK1	19776.35989	8013.932842	2.467747145	1.7408E-09	enriched	3915	143	3708	64	0.420711974	8.56094E-05	0.4072	Exception	6.4	0.391333333
YNL267W	PIK1	15578.71276	6368.459062	2.446229553	1.84472E-09	enriched	3401	67	3201	133	0.447985005	6.87961E-05	0.715	Cytonuclear	6.2	0.382333333
YBR063C	YBR063C	3930.452713	1479.662039	2.656317867	1.85499E-09	enriched	1325	0	1215	110	0.414814815	1.80651E-06	0.008	Exception	8.5	0.352
YJR089W	BIR1	9700.096089	3302.795075	2.936935495	1.96235E-09	enriched	3049	122	2865	62	0.407329843	5.51764E-05	0.5813	Cytonuclear	7.1	0.361333333
YBR059C	AKL1	32631.29977	13537.08929	2.410510788	2.01801E-09	enriched	3398	32	3327	39	0.464382326	2.786E-05	2.6182	Cytonuclear	7.8	0.403666667
YOL105C	WSC3	2370.154621	860.7936581	2.753452699	2.02093E-09	enriched	2063	263	1671	129	0.473967684	4.39995E-06	0.1361	SSTMD	2.7	0.424333333
YJL098W	SAP185	12268.23881	4927.608121	2.489694495	2.06467E-09	enriched	3273	27	3177	69	0.43720491	NA	0.5129	Cytonuclear	4.6	0.378
YDR335W	MSN5	35398.83092	14024.66826	2.524040516	2.11048E-09	enriched	4118	361	3675	82	0.436734694	NA	1.181	Exception	8.4	0.367666667
YDR109C	YDR109C	5442.786652	2104.016448	2.586855562	2.22068E-09	enriched	2148	0	2148	0	0.432960894	5.17776E-05	0.4269	Cytonuclear	7.1	0.405333333
YOL029C	YOL029C	3183.714834	1184.892408	2.686923144	2.40627E-09	enriched	714	44	606	64	0.425742574	NA	NA	Cytonuclear	6.2	0.389333333
YGL178W	MPT5	21382.43717	6921.21711	3.089404194	2.49406E-09	enriched	3408	112	3220	76	0.477906977	NA	2.2358	Cytonuclear	1.9	0.361666667
YER093C	TSC11	14554.08088	4504.168823	3.231246753	2.51593E-09	enriched	4360	32	4293	35	0.402515723	1.94423E-05	0.6676	Cytonuclear	7.1	0.373666667
YLR223C	IFH1	11874.76426	4836.124339	2.455429892	2.5753E-09	enriched	3612	347	3258	7	0.413443831	NA	0.449	Cytonuclear	5.1	0.374333333
YER172C	BRR2	31383.07739	10083.80393	3.112226062	3.00404E-09	enriched	6652	67	6492	93	0.425138632	NA	1.6131	Cytonuclear	5.6	0.372
YHR091C	MSR1	5034.895452	1981.019163	2.541568272	3.1094E-09	enriched	2358	343	1932	83	0.402173913	NA	0.2442	Cytonuclear	9.7	0.396666667
YIL071C	PCI8	2170.269034	765.4514517	2.835279794	3.19606E-09	enriched	1555	15	1335	205	0.352808989	NA	0.1985	Cytonuclear	12.3	0.337
YOL036W	YOL036W	15711.71888	6535.262888	2.404144891	3.2572E-09	enriched	2815	388	2286	141	0.43175853	2.55764E-05	0.9081	Cytonuclear	5.4	0.416333333
YLR139C	SLS1	3530.314887	670.1047119	5.268303332	3.30951E-09	enriched	1932	0	1932	0	0.465838509	NA	1.4018	mito	1.2	0.413
YLR095C	IOC2	11011.82344	4499.288212	2.447459002	3.4883E-09	enriched	2535	53	2439	43	0.44403444	3.18219E-05	0.8264	Exception	7.1	0.423333333
YMR259C	TRM732	12491.28592	5147.519306	2.426661307	3.7286E-09	enriched	4359	61	4263	35	0.441238564	0.000193084	1.019	Cytonuclear	5.9	0.354
YBL034C	STU1	12199.07704	5032.56871	2.424025928	3.82174E-09	enriched	4620	68	4542	10	0.444517834	2.68853E-05	2.0774	Cytonuclear	4.7	0.353333333
YEL022W	GEA2	23694.38207	9894.27922	2.394755751	4.36562E-09	enriched	4574	115	4380	79	0.458219178	6.07901E-05	1.3998	Exception	6.8	0.354
YFL034W	YFL034W	10453.14595	4251.595117	2.458640971	4.39279E-09	enriched	3532	190	3222	120	0.461824953	0.000116955	1.2264	Exception	7.9	0.41
YOR330C	MIP1	19096.23148	7917.53203	2.411891913	4.44097E-09	enriched	3827	0	3765	62	0.420717131	0.000113531	0.5826	mito	7	0.410666667
YDR344C	YDR344C	518.4000417	117.8782792	4.397757118	4.50864E-09	enriched	444	0	444	0	NA	9.73233E-06	NA	NA	8.1	NA
YOR370C	MRS6	21409.85148	9009.77562	2.376291307	4.87077E-09	enriched	2279	301	1812	166	0.471854305	0.000104197	0.5434	Cytonuclear	8.3	0.398666667
YDR176W	NGG1	9827.41486	4059.570579	2.420801577	5.20261E-09	enriched	2250	35	2109	106	0.425320057	1.24564E-05	0.8925	Cytonuclear	8.1	0.385666667
YBR140C	IRA1	101049.6728	20867.82982	4.842366152	5.239E-09	enriched	9471	108	9279	84	0.436146136	4.76059E-05	0.9585	Exception	NA	0.356333333
YLR442C	SIR3	6699.748216	2717.313944	2.465577535	5.38301E-09	enriched	3071	40	2937	94	0.416751788	8.56936E-06	0.5388	Cytonuclear	5.8	0.365
YHR154W	RTT107	12794.69119	5390.558194	2.373537346	5.54907E-09	enriched	3336	49	3213	74	0.406162465	NA	1.7232	SS	8.9	0.353
YOR326W	MYO2	64890.16865	28059.82499	2.312564981	5.85889E-09	enriched	5069	192	4725	152	0.525079365	4.21986E-05	1.7314	Cytonuclear	NA	0.374666667
YMR179W	SPT21	6565.633745	2677.537414	2.452116527	5.90928E-09	enriched	2277	0	2277	0	0.416337286	3.19928E-05	1.2975	Cytonuclear	7.6	0.376333333
YNL203C	YNL203C	915.9432526	262.500795	3.489297061	6.34835E-09	enriched	612	0	612	0	NA	1.27694E-05	NA	NA	9.4	NA
YLL067C	YLL067C	361.238822	60.62448996	5.958628637	6.50061E-09	enriched	3717	0	3717	0	0.440298507	NA	NA	Exception	NA	0.463666667
YGL176C	YGL176C	4768.383286	1896.073403	2.514872724	6.56858E-09	enriched	1912	152	1665	95	0.425225225	6.19716E-05	0.2366	Cytonuclear	8.2	0.367666667
YDL056W	MBP1	9975.975383	4130.671874	2.415097516	6.56858E-09	enriched	2842	170	2502	170	0.443645084	NA	0.842	Cytonuclear	6.1	0.380333333
YGL014W	PUF4	18796.85192	6245.311699	3.009754009	6.58978E-09	enriched	3125	381	2667	77	0.443194601	0.000293722	3.016	Cytonuclear	4.9	0.390333333
YMR100W	MUB1	8337.536464	3422.835697	2.435856466	6.62855E-09	enriched	2422	356	1863	203	0.40257649	NA	0.3756	Exception	8.5	0.362333333
YPR104C	FHL1	9213.239083	3803.797641	2.422115989	6.92377E-09	enriched	3199	52	2811	336	0.399146211	4.1261E-05	0.7009	Cytonuclear	6.6	0.405
YFR019W	FAB1	34622.57155	10553.10745	3.280793994	7.02295E-09	enriched	7015	3	6837	175	0.446248355	1.8934E-05	NA	Cytonuclear	5.6	0.392333333
YML076C	WAR1	8964.092159	3741.847022	2.395632987	7.22447E-09	enriched	3779	98	2835	846	0.430687831	6.22213E-05	0.3533	Exception	5.3	0.381666667
YPL269W	KAR9	2842.427266	1089.935312	2.607886206	7.36269E-09	enriched	2053	0	1935	118	0.423255814	1.53563E-05	0.4177	Cytonuclear	6.7	0.372
YOR058C	ASE1	10847.90613	4481.215423	2.420750869	7.97937E-09	enriched	2901	176	2658	67	0.417607223	7.72552E-05	1.0002	Cytonuclear	4.9	0.352333333
YNL047C	SLM2	5466.03866	1765.680613	3.095711999	8.35414E-09	enriched	2218	178	1971	69	0.424657534	4.86427E-05	0.5607	Cytonuclear	4.3	0.396666667
YDL240W	LRG1	8976.592427	3744.523909	2.397258675	8.6774E-09	enriched	3230	174	3054	2	0.431237721	NA	1.1483	Cytonuclear	6.8	0.367666667
YGL229C	SAP4	5124.914396	2099.292725	2.441257637	8.80149E-09	enriched	2694	230	2457	7	0.450549451	NA	NA	Cytonuclear	8.4	0.36
YBR136W	MEC1	23863.27235	6549.136265	3.643728178	8.81209E-09	enriched	7107	0	7107	0	0.433516252	4.50076E-05	0.9455	Cytonuclear	7.2	0.36
YCL004W	PGS1	3146.904489	1232.469048	2.553333485	9.3672E-09	enriched	1685	80	1566	39	0.421455939	3.19298E-05	NA	Cytonuclear	6.2	0.383
YKL043W	PHD1	7959.020293	2316.207951	3.436228724	9.57416E-09	enriched	1259	0	1101	158	0.479564033	0.000141115	1.4834	Cytonuclear	2.4	0.444333333
YPL022W	RAD1	14216.98112	4991.667466	2.848142673	1.00637E-08	enriched	3530	81	3303	146	0.413260672	NA	0.1691	Cytonuclear	10.7	0.380333333
YDL171C	GLT1	157601.0782	58066.99832	2.714124766	1.00637E-08	enriched	6585	110	6438	37	0.608108108	3.52067E-05	4.2415	Cytonuclear	NA	0.396666667
YML099C	ARG81	8758.143019	3643.206916	2.403965303	1.02615E-08	enriched	2760	17	2643	100	0.419977299	2.6505E-05	0.1825	Exception	7	0.390666667
YKR053C	YSR3	3744.8502	1299.709178	2.881298574	1.17191E-08	enriched	1321	0	1215	106	0.42962963	0.000178957	NA	TMD	18.1	0.427
YCR099C	YCR099C	801.4948371	196.2476174	4.084099709	1.18408E-08	enriched	468	0	468	0	0.448717949	NA	NA	Cytonuclear	6.1	0.376
YOR047C	STD1	8082.561549	2787.042464	2.90004966	1.21683E-08	enriched	1551	89	1335	127	0.404494382	1.47762E-06	0.743	Cytonuclear	4.5	0.384
YDR499W	LCD1	4388.521104	1754.584031	2.501174653	1.21683E-08	enriched	2406	46	2244	116	0.410427807	3.68919E-05	0.3963	Cytonuclear	7.6	0.354666667
YLR096W	KIN2	20639.2027	8875.803941	2.325333326	1.38071E-08	enriched	4128	526	3444	158	0.43641115	6.02349E-05	1.1306	Cytonuclear	6.3	0.395333333
YLR376C	PSY3	1614.735541	544.7743631	2.964044658	1.40446E-08	enriched	824	35	729	60	0.41563786	2.92527E-05	0.2581	Exception	18.3	0.371333333
YHL050C	YHL050C	521.4218117	79.25966499	6.578652733	1.41573E-08	enriched	2866	0	2866	0	0.419770774	NA	NA	Exception	7.8	0.464
YLR318W	EST2	2435.305752	918.5884892	2.651138982	1.4335E-08	enriched	2655	0	2655	0	0.437288136	2.92869E-05	0.0404	Cytonuclear	7.3	0.338
YDR207C	UME6	7519.717071	3159.606243	2.379953859	1.43367E-08	enriched	2764	77	2511	176	0.483870968	2.39512E-05	1.8684	Cytonuclear	4.7	0.444666667
YHR182W	YHR182W	4722.715283	1969.221344	2.398265334	1.50039E-08	enriched	2388	0	2358	30	0.432569975	4.19094E-05	0.6307	Cytonuclear	5	0.377
YDL058W	USO1	25657.4189	10938.11851	2.345688509	1.50039E-08	enriched	5542	33	5373	136	0.481295366	NA	3.0334	Cytonuclear	6.9	0.358
YLR371W	ROM2	27779.70532	8620.523151	3.222508058	1.5428E-08	enriched	4366	181	4071	114	0.45467944	2.84414E-05	0.6382	Exception	6.4	0.384666667
YPL089C	RLM1	13028.32017	2843.745182	4.581395075	1.56165E-08	enriched	2480	313	2031	136	0.428360414	9.94984E-05	1.0738	Cytonuclear	3.1	0.411
YER033C	ZRG8	10028.1431	4185.610466	2.395861532	1.60637E-08	enriched	3408	33	3231	144	0.418755803	1.50185E-05	NA	Cytonuclear	7.4	0.391
YGL073W	HSF1	11494.6328	4877.859391	2.356491215	1.64681E-08	enriched	2502	0	2502	0	0.408872902	2.11955E-05	1.1098	Cytonuclear	6.4	0.396
YHR172W	SPC97	5773.457102	2407.581633	2.398031711	1.75448E-08	enriched	2472	0	2472	0	0.439320388	4.94099E-05	0.9911	Cytonuclear	7.1	0.361333333
YDR259C	YAP6	1610.008168	566.7652433	2.84069672	1.75969E-08	enriched	1372	99	1152	121	0.4140625	NA	NA	Cytonuclear	6.5	0.364666667
YNR069C	BSC5	2482.139147	765.3039348	3.243337757	1.80297E-08	enriched	1470	0	1470	0	0.406122449	7.73366E-05	NA	Cytonuclear	4.9	0.4
YCR008W	SAT4	16680.33571	7219.32168	2.310512878	1.81089E-08	enriched	2201	139	1812	250	0.437086093	8.11685E-05	0.9742	Cytonuclear	7.4	0.392
YJR115W	YJR115W	469.2958453	105.7760908	4.436691142	1.85039E-08	enriched	865	4	510	351	0.447058824	NA	NA	Cytonuclear	2.9	0.453
YDR389W	SAC7	13755.61781	5975.057238	2.302173396	1.85361E-08	enriched	2387	254	1965	168	0.429007634	NA	1.3924	Cytonuclear	5.6	0.400666667
YER075C	PTP3	7094.803942	2970.365862	2.388528643	1.8811E-08	enriched	3076	0	2787	289	0.431646932	8.06108E-05	1.4449	Cytonuclear	4.3	0.380333333
YOR113W	AZF1	9707.275459	4089.155455	2.373907171	1.89458E-08	enriched	3143	95	2745	303	0.428415301	7.34878E-05	2.424	Cytonuclear	6	0.393
YCL036W	GFD2	2843.428225	1109.254417	2.563368855	1.89783E-08	enriched	1790	0	1701	89	0.400352734	NA	0.082	Cytonuclear	8.5	0.473333333
